,PMID,Type,Content,MaxLine
129,16504174,a,"
Abstract

Background

Embryonic stem cell-specific gene (ESG) 1, which encodes a KH-domain containing protein, is specifically expressed in early embryos, germ cells, and embryonic stem (ES) cells. Previous studies identified genomic clones containing the mouse ESG1 gene and five pseudogenes. However, their chromosomal localizations or physiological functions have not been determined.

Results

A Blast search of mouse genomic databases failed to locate the ESG1 gene. We identified several bacterial artificial clones containing the mouse ESG1 gene and an additional ESG1-like sequence with a similar gene structure from chromosome 9. The ESG1-like sequence contained a multiple critical mutations, indicating that it was a duplicated pseudogene. The 5' flanking region of the ESG1 gene, but not that of the pseudogene, exhibited strong enhancer and promoter activity in undifferentiated ES cells by luciferase reporter assay. To study the physiological functions of the ESG1 gene, we replaced this sequence in ES cells with a β-geo cassette by homologous recombination. Despite specific expression in early embryos and germ cells, ESG1-/- mice developed normally and were fertile. We also generated ESG1-/- ES cells both by a second independent homologous recombination and directly from blastocysts derived from heterozygous intercrosses. Northern blot and western blot analyses confirmed the absence of ESG1 in these cells. These ES cells demonstrated normal morphology, proliferation, and differentiation.

Conclusion

The mouse ESG1 gene, together with a duplicated pseudogene, is located on chromosome 9. Despite its specific expression in pluripotent cells and germ cells, ESG1 is dispensable for self-renewal of ES cells and establishment of germcells.

",1857.0
130,16507151,t,"Identification of collagen-induced arthritis loci in aged multiparous female mice
",
131,16507151,a,"
Abstract

Collagen-induced arthritis in mice is one of the most commonly used autoimmune experimental models, with many similarities to rheumatoid arthritis. Since collagen-induced arthritis is a complex polygenic disease there is a need for identification of several major disease-controlling genes. Because rheumatoid arthritis particularly affects aged women, we have in the present study identified new genetic regions critical for collagen-induced arthritis by studying aged female mice of a cross between NFR/N and B10.Q (H-2q haplotype). The mice in the present study had different reproductive histories, which did not significantly affect the onset, incidence or severity of the disease. A total of 200 female mice were used in a total genome-wide screening with 125 microsatellite markers. We found one new significant quantitative trait locus affecting the arthritis incidence, severity and day of onset on chromosome 11 (denoted Cia40), which colocalizes with a locus controlling pregnancy failure. Furthermore, a quantitative trait locus of suggestive significance associated with the incidence, severity and day of onset was identified on chromosome 1. Finally, a suggestively significant quantitative trait locus associated with collagen type II antibody titers was identified on chromosome 13. This study indicates that several gene loci control arthritis in aged multiparous females, and that at least one of these loci coincides with pregnancy failure.
",1554.0
132,16517939,t,"An isoform of ZBP-89 predisposes the colon to colitis
",
133,16517939,a,"
Abstract

Alternative splicing enables expression of functionally diverse protein isoforms. The structural and functional complexity of zinc-finger transcription factor ZBP-89 suggests that it may be among the class of alternatively spliced genes. We identified a human ZBP-89 splice isoform (ZBP-89ΔN), which lacks amino terminal residues 1–127 of the full-length protein (ZBP-89FL). ZBP-89ΔN mRNA was co-expressed with its ZBP-89FL cognate in gastrointestinal cell lines and tissues. Similarly, ZBP-89ΔN protein was expressed. To define its function in vivo, we generated ZBP-89ΔN knock-in mice by targeting exon 4 that encodes the amino terminus. Homozygous ZBP-89ΔN mice, expressing only ZBP-89ΔN protein, experienced growth delay, reduced viability and increased susceptibility to dextran sodium sulfate colitis. We conclude that ZBP-89ΔN antagonizes ZBP-89FL function and that over-expression of the truncated isoform disrupts gastrointestinal homeostasis.
",1018.0
134,16539743,t,"Cloning and characterization of mr-s, a novel SAM domain protein, predominantly expressed in retinal photoreceptor cells
",
135,16539743,a,"
Abstract

Background

Sterile alpha motif (SAM) domains are ~70 residues long and have been reported as common protein-protein interaction modules. This domain is found in a large number of proteins, including Polycomb group (PcG) proteins and ETS family transcription factors. In this work, we report the cloning and functional characterization of a novel SAM domain-containing protein, which is predominantly expressed in retinal photoreceptors and the pineal gland and is designated mouse mr-s (major retinal SAM domain protein).

Results

mr-s is evolutionarily conserved from zebrafish through human, organisms through which the mechanism of photoreceptor development is also highly conserved. Phylogenetic analysis suggests that the SAM domain of mr-s is most closely related to a mouse polyhomeotic (ph) ortholog, Mph1/Rae28, which is known as an epigenetic molecule involved in chromatin modifications. These findings provide the possibility that mr-s may play a critical role by regulating gene expression in photoreceptor development. mr-s is preferentially expressed in the photoreceptors at postnatal day 3–6 (P3-6), when photoreceptors undergo terminal differentiation, and in the adult pineal gland. Transcription of mr-s is directly regulated by the cone-rod homeodomain protein Crx. Immunoprecipitation assay showed that the mr-s protein self-associates mainly through the SAM domain-containing region as well as ph. The mr-s protein localizes mainly in the nucleus, when mr-s is overexpressed in HEK293T cells. Moreover, in the luciferase assays, we found that mr-s protein fused to GAL4 DNA-binding domain functions as a transcriptional repressor. We revealed that the repression activity of mr-s is not due to a homophilic interaction through its SAM domain but to the C-terminal region.

Conclusion

We identified a novel gene, mr-s, which is predominantly expressed in retinal photoreceptors and pineal gland. Based on its expression pattern and biochemical analysis, we predict that mr-s may function as a transcriptional repressor in photoreceptor cells and in pinealocytes of the pineal gland.

",2241.0
136,16579849,t,"Production and characterization of murine models of classic and intermediate maple syrup urine disease
",
137,16579849,a,"
Abstract

Background

Maple Syrup Urine Disease (MSUD) is an inborn error of metabolism caused by a deficiency of branched-chain keto acid dehydrogenase. MSUD has several clinical phenotypes depending on the degree of enzyme deficiency. Current treatments are not satisfactory and require new approaches to combat this disease. A major hurdle in developing new treatments has been the lack of a suitable animal model.

Methods

To create a murine model of classic MSUD, we used gene targeting and embryonic stem cell technologies to create a mouse line that lacked a functional E2 subunit gene of branched-chain keto acid dehydrogenase. To create a murine model of intermediate MSUD, we used transgenic technology to express a human E2 cDNA on the knockout background. Mice of both models were characterized at the molecular, biochemical, and whole animal levels.

Results

By disrupting the E2 subunit gene of branched-chain keto acid dehydrogenase, we created a gene knockout mouse model of classic MSUD. The homozygous knockout mice lacked branched-chain keto acid dehydrogenase activity, E2 immunoreactivity, and had a 3-fold increase in circulating branched-chain amino acids. These metabolic derangements resulted in neonatal lethality. Transgenic expression of a human E2 cDNA in the liver of the E2 knockout animals produced a model of intermediate MSUD. Branched-chain keto acid dehydrogenase activity was 5–6% of normal and was sufficient to allow survival, but was insufficient to normalize circulating branched-chain amino acids levels, which were intermediate between wildtype and the classic MSUD mouse model.

Conclusion

These mice represent important animal models that closely approximate the phenotype of humans with the classic and intermediate forms of MSUD. These animals provide useful models to further characterize the pathogenesis of MSUD, as well as models to test novel therapeutic strategies, such as gene and cellular therapies, to treat this devastating metabolic disease.

",2109.0
138,16611361,t,"Generation of mice harbouring a conditional loss-of-function allele of Gata6
",
139,16611361,a,"
Abstract

The zinc finger transcription factor GATA6 is believed to have important roles in the development of several organs including the liver, gastrointestinal tract and heart. However, analyses of the contribution of GATA6 toward organogenesis have been hampered because Gata6-/- mice fail to develop beyond gastrulation due to defects in extraembryonic endoderm function. We have therefore generated a mouse line harbouring a conditional loss-of-function allele of Gata6 using Cre/loxP technology.
",582.0
140,16628246,t,"Loss of Atrx Affects Trophoblast Development and the Pattern of X-Inactivation in Extraembryonic Tissues
",
141,16628246,a,"
Abstract

ATRX is an X-encoded member of the SNF2 family of ATPase/helicase proteins thought to regulate gene expression by modifying chromatin at target loci. Mutations in ATRX provided the first example of a human genetic disease associated with defects in such proteins. To better understand the role of ATRX in development and the associated abnormalities in the ATR-X (alpha thalassemia mental retardation, X-linked) syndrome, we conditionally inactivated the homolog in mice, Atrx, at the 8- to 16-cell stage of development. The protein, Atrx, was ubiquitously expressed, and male embryos null for Atrx implanted and gastrulated normally but did not survive beyond 9.5 days postcoitus due to a defect in formation of the extraembryonic trophoblast, one of the first terminally differentiated lineages in the developing embryo. Carrier female mice that inherit a maternal null allele should be affected, since the paternal X chromosome is normally inactivated in extraembryonic tissues. Surprisingly, however, some carrier females established a normal placenta and appeared to escape the usual pattern of imprinted X-inactivation in these tissues. Together these findings demonstrate an unexpected, specific, and essential role for Atrx in the development of the murine trophoblast and present an example of escape from imprinted X chromosome inactivation.
",1468.0
142,16670015,t,"Genome-wide isolation of growth and obesity QTL using mouse speed congenic strains
",
143,16670015,a,"
Abstract

Background

High growth (hg) modifier and background independent quantitative trait loci (QTL) affecting growth, adiposity and carcass composition were previously identified on mouse chromosomes (MMU) 1, 2, 5, 8, 9, 11 and 17. To confirm and further characterize each QTL, two panels of speed congenic strains were developed by introgressing CAST/EiJ (CAST) QTL alleles onto either mutant C57Bl/6J-hg/hg (HG) or wild type C57Bl/6J (B6) genetic backgrounds.

Results

The first speed congenic panel was developed by introgressing four overlapping donor regions spanning MMU2 in its entirety onto both HG and B6 backgrounds, for a total of eight strains. Phenotypic characterization of the MMU2 panel confirmed the segregation of multiple growth and obesity QTL and strongly suggested that a subset of these loci modify the effects of the hg deletion. The second panel consisted of individual donor regions on an HG background for each QTL on MMU1, 5, 8, 9, 11 and 17. Of the six developed strains, five were successfully characterized and displayed significant differences in growth and/or obesity as compared to controls. All five displayed phenotypes similar to those originally attributed to each QTL, however, novel phenotypes were unmasked in several of the strains including sex-specific effects.

Conclusion

The speed congenic strains developed herein constitute an invaluable genomic resource and provide the foundation to identify the specific nature of genetic variation influencing growth and obesity.

",1608.0
144,16700629,t,"Fgf9 and Wnt4 Act as Antagonistic Signals to Regulate Mammalian Sex Determination
",
145,16700629,a,"
Abstract

The genes encoding members of the wingless-related MMTV integration site (WNT) and fibroblast growth factor (FGF) families coordinate growth, morphogenesis, and differentiation in many fields of cells during development. In the mouse, Fgf9 and Wnt4 are expressed in gonads of both sexes prior to sex determination. Loss of Fgf9 leads to XY sex reversal, whereas loss of Wnt4 results in partial testis development in XX gonads. However, the relationship between these signals and the male sex-determining gene, Sry, was unknown. We show through gain- and loss-of-function experiments that fibroblast growth factor 9 (FGF9) and WNT4 act as opposing signals to regulate sex determination. In the mouse XY gonad, Sry normally initiates a feed-forward loop between Sox9 and Fgf9, which up-regulates Fgf9 and represses Wnt4 to establish the testis pathway. Surprisingly, loss of Wnt4 in XX gonads is sufficient to up-regulate Fgf9 and Sox9 in the absence of Sry. These data suggest that the fate of the gonad is controlled by antagonism between Fgf9 and Wnt4. The role of the male sex-determining switch—Sry in the case of mammals—is to tip the balance between these underlying patterning signals. In principle, sex determination in other vertebrates may operate through any switch that introduces an imbalance between these two signaling pathways.
",1436.0
146,16787536,t,"Targeted disruption of cubilin reveals essential developmental roles in the structure and function of endoderm and in somite formation
",
147,16787536,a,"
Abstract

Background

Cubilin is a peripheral membrane protein that interacts with the integral membrane proteins megalin and amnionless to mediate ligand endocytosis by absorptive epithelia such as the extraembryonic visceral endoderm (VE).

Results

Here we report the effects of the genetic deletion of cubilin on mouse embryonic development. Cubilin gene deletion is homozygous embryonic lethal with death occurring between 7.5–13.5 days post coitum (dpc). Cubilin-deficient embryos display developmental retardation and do not advance morphologically beyond the gross appearance of wild-type 8–8.5 dpc embryos. While mesodermal structures such as the allantois and the heart are formed in cubilin mutants, other mesoderm-derived tissues are anomalous or absent. Yolk sac blood islands are formed in cubilin mutants but are unusually large, and the yolk sac blood vessels fail to undergo remodeling. Furthermore, somite formation does not occur in cubilin mutants. Morphological abnormalities of endoderm occur in cubilin mutants and include a stratified epithelium in place of the normally simple columnar VE epithelium and a stratified cuboidal epithelium in place of the normally simple squamous epithelium of the definitive endoderm. Cubilin-deficient VE is also functionally defective, unable to mediate uptake of maternally derived high-density lipoprotein (HDL).

Conclusion

In summary, cubilin is required for embryonic development and is essential for the formation of somites, definitive endoderm and VE and for the absorptive function of VE including the process of maternal-embryo transport of HDL.

",1753.0
148,16800892,t,"Conditional gene expression in the mouse using a Sleeping Beauty gene-trap transposon
",
149,16800892,a,"
Abstract

Background

Insertional mutagenesis techniques with transposable elements have been popular among geneticists studying model organisms from E. coli to Drosophila and, more recently, the mouse. One such element is the Sleeping Beauty (SB) transposon that has been shown in several studies to be an effective insertional mutagen in the mouse germline. SB transposon vector studies have employed different functional elements and reporter molecules to disrupt and report the expression of endogenous mouse genes. We sought to generate a transposon system that would be capable of reporting the expression pattern of a mouse gene while allowing for conditional expression of a gene of interest in a tissue- or temporal-specific pattern.

Results

Here we report the systematic development and testing of a transposon-based gene-trap system incorporating the doxycycline-repressible Tet-Off (tTA) system that is capable of activating the expression of genes under control of a Tet response element (TRE) promoter. We demonstrate that the gene trap system is fully functional in vitro by introducing the ""gene-trap tTA"" vector into human cells by transposition and identifying clones that activate expression of a TRE-luciferase transgene in a doxycycline-dependent manner. In transgenic mice, we mobilize gene-trap tTA vectors, discover parameters that can affect germline mobilization rates, and identify candidate gene insertions to demonstrate the in vivo functionality of the vector system. We further demonstrate that the gene-trap can act as a reporter of endogenous gene expression and it can be coupled with bioluminescent imaging to identify genes with tissue-specific expression patterns.

Conclusion

Akin to the GAL4/UAS system used in the fly, we have made progress developing a tool for mutating and revealing the expression of mouse genes by generating the tTA transactivator in the presence of a secondary TRE-regulated reporter molecule. A vector like the gene-trap tTA could provide a means for both annotating mouse genes and creating a resource of mice that express a regulable transcription factor in temporally- and tissue-specific patterns for conditional gene expression studies. These mice would be a valuable resource to the mouse genetics community for purpose of dissecting mammalian gene function.

",2420.0
150,16870721,t,"RMCE-ASAP: a gene targeting method for ES and somatic cells to accelerate phenotype analyses
",
151,16870721,a,"
Abstract

In recent years, tremendous insight has been gained on p53 regulation by targeting mutations at the p53 locus using homologous recombination in ES cells to generate mutant mice. Although informative, this approach is inefficient, slow and expensive. To facilitate targeting at the p53 locus, we developed an improved Recombinase-Mediated Cassette Exchange (RMCE) method. Our approach enables efficient targeting in ES cells to facilitate the production of mutant mice. But more importantly, the approach was Adapted for targeting in Somatic cells to Accelerate Phenotyping (RMCE-ASAP). We provide proof-of-concept for this at the p53 locus, by showing efficient targeting in fibroblasts, and rapid phenotypic read-out of a recessive mutation after a single exchange. RMCE-ASAP combines inverted heterologous recombinase target sites, a positive/negative selection marker that preserves the germline capacity of ES cells, and the power of mouse genetics. These general principles should make RMCE-ASAP applicable to any locus.
",1130.0
152,16968134,t,"Inhibition of Gap Junction Communication at Ectopic Eph/ephrin Boundaries Underlies Craniofrontonasal Syndrome
",
153,16968134,a,"
Abstract

Mutations in X-linked ephrin-B1 in humans cause craniofrontonasal syndrome (CFNS), a disease that affects female patients more severely than males. Sorting of ephrin-B1–positive and –negative cells following X-inactivation has been observed in ephrin-B1+/− mice; however, the mechanisms by which mosaic ephrin-B1 expression leads to cell sorting and phenotypic defects remain unknown. Here we show that ephrin-B1+/− mice exhibit calvarial defects, a phenotype autonomous to neural crest cells that correlates with cell sorting. We have traced the causes of calvarial defects to impaired differentiation of osteogenic precursors. We show that gap junction communication (GJC) is inhibited at ectopic ephrin boundaries and that ephrin-B1 interacts with connexin43 and regulates its distribution. Moreover, we provide genetic evidence that GJC is implicated in the calvarial defects observed in ephrin-B1+/− embryos. Our results uncover a novel role for Eph/ephrins in regulating GJC in vivo and suggest that the pleiotropic defects seen in CFNS patients are due to improper regulation of GJC in affected tissues.
",1233.0
154,17002498,t,"Adenomatous Polyposis Coli (APC) Is Required for Normal Development of Skin and Thymus
",
155,17002498,a,"
Abstract

The tumor suppressor gene Apc (adenomatous polyposis coli) is a member of the Wnt signaling pathway that is involved in development and tumorigenesis. Heterozygous knockout mice for Apc have a tumor predisposition phenotype and homozygosity leads to embryonic lethality. To understand the role of Apc in development we generated a floxed allele. These mice were mated with a strain carrying Cre recombinase under the control of the human Keratin 14 (K14) promoter, which is active in basal cells of epidermis and other stratified epithelia. Mice homozygous for the floxed allele that also carry the K14-cre transgene were viable but had stunted growth and died before weaning. Histological and immunochemical examinations revealed that K14-cre–mediated Apc loss resulted in aberrant growth in many ectodermally derived squamous epithelia, including hair follicles, teeth, and oral and corneal epithelia. In addition, squamous metaplasia was observed in various epithelial-derived tissues, including the thymus. The aberrant growth of hair follicles and other appendages as well as the thymic abnormalities in K14-cre; ApcCKO/CKO mice suggest the Apc gene is crucial in embryonic cells to specify epithelial cell fates in organs that require epithelial–mesenchymal interactions for their development.
",1398.0
156,17020410,t,"Rescue of Progeria in Trichothiodystrophy by Homozygous Lethal Xpd Alleles
",
157,17020410,a,"
Abstract

Although compound heterozygosity, or the presence of two different mutant alleles of the same gene, is common in human recessive disease, its potential to impact disease outcome has not been well documented. This is most likely because of the inherent difficulty in distinguishing specific biallelic effects from differences in environment or genetic background. We addressed the potential of different recessive alleles to contribute to the enigmatic pleiotropy associated with XPD recessive disorders in compound heterozygous mouse models. Alterations in this essential helicase, with functions in both DNA repair and basal transcription, result in diverse pathologies ranging from elevated UV sensitivity and cancer predisposition to accelerated segmental progeria. We report a variety of biallelic effects on organismal phenotype attributable to combinations of recessive Xpd alleles, including the following: (i) the ability of homozygous lethal Xpd alleles to ameliorate a variety of disease symptoms when their essential basal transcription function is supplied by a different disease-causing allele, (ii) differential developmental and tissue-specific functions of distinct Xpd allele products, and (iii) interallelic complementation, a phenomenon rarely reported at clinically relevant loci in mammals. Our data suggest a re-evaluation of the contribution of “null” alleles to XPD disorders and highlight the potential of combinations of recessive alleles to affect both normal and pathological phenotypic plasticity in mammals.
",1624.0
158,17022820,t,"Genetic background determines response to hemostasis and thrombosis
",
159,17022820,a,"
Abstract

Background

Thrombosis is the fatal and disabling consequence of cardiovascular diseases, the leading cause of mortality and morbidity in Western countries. Two inbred mouse strains, C57BL/6J and A/J, have marked differences in susceptibility to obesity, atherosclerosis, and vessel remodeling. However, it is unclear how these diverse genetic backgrounds influence pathways known to regulate thrombosis and hemostasis. The objective of this study was to evaluate thrombosis and hemostasis in these two inbred strains and determine the phenotypic response of A/J chromosomes in the C57BL/6J background.

Methods

A/J and C57Bl/6J mice were evaluated for differences in thrombosis and hemostasis. A thrombus was induced in the carotid artery by application of the exposed carotid to ferric chloride and blood flow measured until the vessel occluded. Bleeding and rebleeding times, as surrogate markers for thrombosis and hemostasis, were determined after clipping the tail and placing in warm saline. Twenty-one chromosome substitution strains, A/J chromosomes in a C57BL/6J background, were screened for response to the tail bleeding assay.

Results

Thrombus occlusion time was markedly decreased in the A/J mice compared to C57BL/6J mice. Tail bleeding time was similar in the two strains, but rebleeding time was markedly increased in the A/J mice compared to C57BL/6J mice. Coagulation times and tail morphology were similar, but tail collagen content was higher in A/J than C57BL/6J mice. Three chromosome substitution strains, B6-Chr5A/J, B6-Chr11A/J, and B6-Chr17A/J, were identified with increased rebleeding time, a phenotype similar to A/J mice. Mice heterosomic for chromosomes 5 or 17 had rebleeding times similar to C57BL/6J mice, but when these two chromosome substitution strains, B6-Chr5A/J and B6-Chr17A/J, were crossed, the A/J phenotype was restored in these doubly heterosomic progeny.

Conclusion

These results indicate that susceptibility to arterial thrombosis and haemostasis is remarkably different in C57BL/and A/J mice. Three A/J chromosome substitution strains were identified that expressed a phenotype similar to A/J for rebleeding, the C57Bl/6J background could modify the A/J phenotype, and the combination of two A/J QTL could restore the phenotype. The diverse genetic backgrounds and differences in response to vascular injury induced thrombosis and the tail bleeding assay, suggest the potential for identifying novel genetic determinants of thrombotic risk.

",2576.0
160,17029558,t,"Mutation at the Evi1 Locus in Junbo Mice Causes Susceptibility to Otitis Media
",
161,17029558,a,"
Abstract

Otitis media (OM), inflammation of the middle ear, remains the most common cause of hearing impairment in children. It is also the most common cause of surgery in children in the developed world. There is evidence from studies of the human population and mouse models that there is a significant genetic component predisposing to OM, yet nothing is known about the underlying genetic pathways involved in humans. We identified an N-ethyl-N-nitrosourea-induced dominant mouse mutant Junbo with hearing loss due to chronic suppurative OM and otorrhea. This develops from acute OM that arises spontaneously in the postnatal period, with the age of onset and early severity dependent on the microbiological status of the mice and their air quality. We have identified the causal mutation, a missense change in the C-terminal zinc finger region of the transcription factor Evi1. This protein is expressed in middle ear basal epithelial cells, fibroblasts, and neutrophil leukocytes at postnatal day 13 and 21 when inflammatory changes are underway. The identification and characterization of the Junbo mutant elaborates a novel role for Evi1 in mammalian disease and implicates a new pathway in genetic predisposition to OM.
",1310.0
162,17069463,t,"RanBP2 Modulates Cox11 and Hexokinase I Activities and Haploinsufficiency of RanBP2 Causes Deficits in Glucose Metabolism
",
163,17069463,a,"
Abstract

The Ran-binding protein 2 (RanBP2) is a large multimodular and pleiotropic protein. Several molecular partners with distinct functions interacting specifically with selective modules of RanBP2 have been identified. Yet, the significance of these interactions with RanBP2 and the genetic and physiological role(s) of RanBP2 in a whole-animal model remain elusive. Here, we report the identification of two novel partners of RanBP2 and a novel physiological role of RanBP2 in a mouse model. RanBP2 associates in vitro and in vivo and colocalizes with the mitochondrial metallochaperone, Cox11, and the pacemaker of glycolysis, hexokinase type I (HKI) via its leucine-rich domain. The leucine-rich domain of RanBP2 also exhibits strong chaperone activity toward intermediate and mature folding species of Cox11 supporting a chaperone role of RanBP2 in the cytosol during Cox11 biogenesis. Cox11 partially colocalizes with HKI, thus supporting additional and distinct roles in cell function. Cox11 is a strong inhibitor of HKI, and RanBP2 suppresses the inhibitory activity of Cox11 over HKI. To probe the physiological role of RanBP2 and its role in HKI function, a mouse model harboring a genetically disrupted RanBP2 locus was generated. RanBP2−/− are embryonically lethal, and haploinsufficiency of RanBP2 in an inbred strain causes a pronounced decrease of HKI and ATP levels selectively in the central nervous system. Inbred RanBP2+/− mice also exhibit deficits in growth rates and glucose catabolism without impairment of glucose uptake and gluconeogenesis. These phenotypes are accompanied by a decrease in the electrophysiological responses of photosensory and postreceptoral neurons. Hence, RanBP2 and its partners emerge as critical modulators of neuronal HKI, glucose catabolism, energy homeostasis, and targets for metabolic, aging disorders and allied neuropathies.
",2009.0
164,17078885,t,"Defective ALK5 signaling in the neural crest leads to increased postmigratory neural crest cell apoptosis and severe outflow tract defects
",
165,17078885,a,"
Abstract

Background

Congenital cardiovascular diseases are the most common form of birth defects in humans. A substantial portion of these defects has been associated with inappropriate induction, migration, differentiation and patterning of pluripotent cardiac neural crest stem cells. While TGF-β-superfamily signaling has been strongly implicated in neural crest cell development, the detailed molecular signaling mechanisms in vivo are still poorly understood.

Results

We deleted the TGF-β type I receptor Alk5 specifically in the mouse neural crest cell lineage. Failure in signaling via ALK5 leads to severe cardiovascular and pharyngeal defects, including inappropriate remodeling of pharyngeal arch arteries, abnormal aortic sac development, failure in pharyngeal organ migration and persistent truncus arteriosus. While ALK5 is not required for neural crest cell migration, our results demonstrate that it plays an important role in the survival of post-migratory cardiac neural crest cells.

Conclusion

Our results demonstrate that ALK5-mediated signaling in neural crest cells plays an essential cell-autonomous role in the pharyngeal and cardiac outflow tract development.

",1331.0
166,17083276,t,"CAF-1 Is Essential for Heterochromatin Organization in Pluripotent Embryonic Cells
",
167,17083276,a,"
Abstract

During mammalian development, chromatin dynamics and epigenetic marking are important for genome reprogramming. Recent data suggest an important role for the chromatin assembly machinery in this process. To analyze the role of chromatin assembly factor 1 (CAF-1) during pre-implantation development, we generated a mouse line carrying a targeted mutation in the gene encoding its large subunit, p150CAF-1. Loss of p150CAF-1 in homozygous mutants leads to developmental arrest at the 16-cell stage. Absence of p150CAF-1 in these embryos results in severe alterations in the nuclear organization of constitutive heterochromatin. We provide evidence that in wild-type embryos, heterochromatin domains are extensively reorganized between the two-cell and blastocyst stages. In p150CAF-1 mutant 16-cell stage embryos, the altered organization of heterochromatin displays similarities to the structure of heterochromatin in two- to four-cell stage wild-type embryos, suggesting that CAF-1 is required for the maturation of heterochromatin during preimplantation development. In embryonic stem cells, depletion of p150CAF-1 using RNA interference results in the mislocalization, loss of clustering, and decondensation of pericentric heterochromatin domains. Furthermore, loss of CAF-1 in these cells results in the alteration of epigenetic histone methylation marks at the level of pericentric heterochromatin. These alterations of heterochromatin are not found in p150CAF-1-depleted mouse embryonic fibroblasts, which are cells that are already lineage committed, suggesting that CAF-1 is specifically required for heterochromatin organization in pluripotent embryonic cells. Our findings underline the role of the chromatin assembly machinery in controlling the spatial organization and epigenetic marking of the genome in early embryos and embryonic stem cells.
",1952.0
168,17194222,t,"Genetic Analysis of the Roles of BMP2, BMP4, and BMP7 in Limb Patterning and Skeletogenesis
",
169,17194222,a,"
Abstract

Bone morphogenetic protein (BMP) family members, including BMP2, BMP4, and BMP7, are expressed throughout limb development. BMPs have been implicated in early limb patterning as well as in the process of skeletogenesis. However, due to complications associated with early embryonic lethality, particularly for Bmp2 and Bmp4, and with functional redundancy among BMP molecules, it has been difficult to decipher the specific roles of these BMP molecules during different stages of limb development. To circumvent these issues, we have constructed a series of mouse strains lacking one or more of these BMPs, using conditional alleles in the case of Bmp2 and Bmp4 to remove them specifically from the limb bud mesenchyme. Contrary to earlier suggestions, our results indicate that BMPs neither act as secondary signals downstream of Sonic Hedghog (SHH) in patterning the anteroposterior axis nor as signals from the interdigital mesenchyme in specifying digit identity. We do find that a threshold level of BMP signaling is required for the onset of chondrogenesis, and hence some chondrogenic condensations fail to form in limbs deficient in both BMP2 and BMP4. However, in the condensations that do form, subsequent chondrogenic differentiation proceeds normally even in the absence of BMP2 and BMP7 or BMP2 and BMP4. In contrast, we find that the loss of both BMP2 and BMP4 results in a severe impairment of osteogenesis.
",1526.0
170,17201918,t,"SirT1 modulates the estrogen–insulin-like growth factor-1 signaling for postnatal development of mammary gland in mice
",
171,17201918,a,"
Abstract

Introduction

Estrogen and insulin-like growth factor-1 (IGF-1) play important roles in mammary gland development and breast cancer. SirT1 is a highly conserved protein deacetylase that can regulate the insulin/IGF-1 signaling in lower organisms, as well as a growing number of transcription factors, including NF-κB, in mammalian cells. Whether SirT1 regulates the IGF-1 signaling for mammary gland development and function, however, is not clear. In the present study, this role of SirT1 was examined by studying SirT1-deficient mice.

Methods

SirT1-deficient (SirT1ko/ko) mice were generated by crossing a new strain of mice harboring a conditional targeted mutation in the SirT1 gene (SirT1co/co) with CMV-Cre transgenic mice. Whole mount and histology analyses, immunofluorescence staining, immunohistochemistry, and western blotting were used to characterize mammary gland development in virgin and pregnant mice. The effect of exogenous estrogen was also examined by subcutaneous implantation of a slow-releasing pellet in the subscapular region.

Results

Both male and female SirT1ko/ko mice can be fertile despite the growth retardation phenotype. Virgin SirT1ko/ko mice displayed impeded ductal morphogenesis, whereas pregnant SirT1ko/ko mice manifested lactation failure due to an underdeveloped lobuloalveolar network. Estrogen implantation was sufficient to rescue ductal morphogenesis. Exogenous estrogen reversed the increased basal level of IGF-1 binding protein-1 expression in SirT1ko/ko mammary tissues, but not that of IκBα expression, suggesting that increased levels of estrogen enhanced the production of local IGF-1 and rescued ductal morphogenesis. Additionally, TNFα treatment enhanced the level of the newly synthesized IκBα in SirT1ko/ko cells. SirT1 deficiency therefore affects the cellular response to multiple extrinsic signals.

Conclusion

SirT1 modulates the IGF-1 signaling critical for both growth regulation and mammary gland development in mice. SirT1 deficiency deregulates the expression of IGF-1 binding protein-1 and attenuates the effect of IGF-1 signals, including estrogen-stimulated local IGF-1 signaling for the onset of ductal morphogenesis. These findings suggest that the enzymatic activity of SirT1 may influence both normal growth and malignant growth of mammary epithelial cells.

",2467.0
172,17206865,t,"A Role for Alström Syndrome Protein, Alms1, in Kidney Ciliogenesis and Cellular Quiescence 
",
173,17206865,a,"
Abstract

Premature truncation alleles in the ALMS1 gene are a frequent cause of human Alström syndrome. Alström syndrome is a rare disorder characterized by early obesity and sensory impairment, symptoms shared with other genetic diseases affecting proteins of the primary cilium. ALMS1 localizes to centrosomes and ciliary basal bodies, but truncation mutations in Alms1/ALMS1 do not preclude formation of cilia. Here, we show that in vitro knockdown of Alms1 in mice causes stunted cilia on kidney epithelial cells and prevents these cells from increasing calcium influx in response to mechanical stimuli. The stunted-cilium phenotype can be rescued with a 5′ fragment of the Alms1 cDNA, which resembles disease-associated alleles. In a mouse model of Alström syndrome, Alms1 protein can be stably expressed from the mutant allele and is required for cilia formation in primary cells. Aged mice developed specific loss of cilia from the kidney proximal tubules, which is associated with foci of apoptosis or proliferation. As renal failure is a common cause of mortality in Alström syndrome patients, we conclude that this disease should be considered as a further example of the class of renal ciliopathies: wild-type or mutant alleles of the Alström syndrome gene can support normal kidney ciliogenesis in vitro and in vivo, but mutant alleles are associated with age-dependent loss of kidney primary cilia.
",1506.0
